Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos	subtipos_completo
159	Spectrogram 1	1	40.174776268	40.218713407	57188.1	68038.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 38
160	Spectrogram 1	1	40.202484374	40.238109081	69168.2	93806.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 38
161	Spectrogram 1	1	40.343004055	40.374670461	58318.3	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
162	Spectrogram 1	1	40.503315159	40.525085813	58318.3	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 39
163	Spectrogram 1	1	40.518752532	40.549231449	70298.4	95388.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 39
164	Spectrogram 1	1	41.344454012	41.410953467	60352.6	97423.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
165	Spectrogram 1	1	41.730784096	41.795304400	53571.4	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
166	Spectrogram 1	1	42.032406541	42.073177040	55831.8	63065.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 40
167	Spectrogram 1	1	42.056156346	42.101676806	63065.1	86347.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 40
168	Spectrogram 1	1	42.505423413	42.582610280	56283.9	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
169	Spectrogram 1	1	42.806650109	42.896503539	66681.7	88381.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
170	Spectrogram 1	1	42.976065387	43.044939822	54023.5	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
171	Spectrogram 1	1	43.272542041	43.310541729	58770.3	68716.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 41
172	Spectrogram 1	1	43.308166748	43.321624971	73462.9	80470.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 41
173	Spectrogram 1	1	43.959702990	44.025014955	62160.9	79566.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 41
174	Spectrogram 1	1	43.949807238	43.971577893	48824.6	58770.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 41
175	Spectrogram 1	1	44.104972127	44.180575674	54701.6	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
176	Spectrogram 1	1	44.553843364	44.613217877	66455.7	93128.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
177	Spectrogram 1	1	44.824591144	44.860215852	64647.4	86573.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 42
178	Spectrogram 1	1	44.808757940	44.828549445	54249.5	62387.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 42
179	Spectrogram 1	1	44.957985883	45.005485494	54927.7	64421.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 47
180	Spectrogram 1	1	44.996777232	45.020922867	64647.4	83860.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 47
181	Spectrogram 1	1	45.121859458	45.201421305	56283.9	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
182	Spectrogram 1	1	45.280983153	45.323139057	58770.3	82171.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 48
183	Spectrogram 1	1	45.298003847	45.307107939	84764.9	91094.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 48
185	Spectrogram 1	1	45.526793637	45.539064370	69168.2	81826.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
186	Spectrogram 1	1	45.942018893	45.978435261	61256.8	73236.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
187	Spectrogram 1	1	46.361598704	46.428493988	69394.2	86121.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
188	Spectrogram 1	1	46.582075981	46.608992427	56962.0	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 48
189	Spectrogram 1	1	46.603054976	46.643033814	49728.8	55153.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 48
190	Spectrogram 1	1	46.614929878	46.639075514	59222.4	79566.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 48
191	Spectrogram 1	1	47.254195387	47.305257469	59448.5	70976.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
192	Spectrogram 1	1	47.152862885	47.169883579	89285.7	98101.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
193	Spectrogram 1	1	47.128717250	47.141779643	80470.2	87929.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
194	Spectrogram 1	1	47.774711870	47.834878044	63969.3	80922.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 49
195	Spectrogram 1	1	47.752545386	47.779066001	52667.3	61708.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 49
196	Spectrogram 1	1	47.950064599	48.013001583	49502.7	60804.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
197	Spectrogram 1	1	48.461872820	48.505809960	64873.4	85895.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 50
198	Spectrogram 1	1	48.447622937	48.460685330	58092.2	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 50
199	Spectrogram 1	1	48.588934197	48.661766933	55153.7	63291.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
200	Spectrogram 1	1	48.767057736	48.833557191	66229.7	90415.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
201	Spectrogram 1	1	49.259470283	49.301428272	72558.8	98553.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
202	Spectrogram 1	1	49.404739925	49.455406176	56057.9	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
203	Spectrogram 1	1	49.958506135	49.977901809	69168.2	79566.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 51
204	Spectrogram 1	1	49.994526673	50.032526361	67811.9	83182.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 51
205	Spectrogram 1	1	49.972360188	50.013526517	56736.0	65325.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 51
206	Spectrogram 1	1	50.273982633	50.352356990	54023.5	62613.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
207	Spectrogram 1	1	51.037538790	51.054559483	59900.5	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 52
208	Spectrogram 1	1	51.057330294	51.067226046	89511.8	96066.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 52
209	Spectrogram 1	1	51.156683565	51.207745646	58996.4	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
210	Spectrogram 1	1	52.069863494	52.107071522	55605.8	64421.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 53
211	Spectrogram 1	1	52.092029979	52.110238163	70072.3	84538.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 53
212	Spectrogram 1	1	52.308944785	52.357236056	57640.1	63969.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
213	Spectrogram 1	1	52.532588784	52.560296890	57414.1	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
214	Spectrogram 1	1	53.061813529	53.087146655	58318.3	72332.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
215	Spectrogram 1	1	53.177791664	53.201937299	61708.9	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	6 step 54
216	Spectrogram 1	1	53.206687260	53.216978842	58770.3	64421.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 54
217	Spectrogram 1	1	53.213416371	53.226082934	51763.1	55831.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	6 step 54
218	Spectrogram 1	1	53.211437221	53.230832895	37974.7	42947.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	6 step 54
219	Spectrogram 1	1	53.599746536	53.624683832	60352.6	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
220	Spectrogram 1	1	53.848327750	53.910868903	56736.0	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
221	Spectrogram 1	1	54.103638156	54.125804641	72106.7	91094.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
222	Spectrogram 1	1	54.322136282	54.334011185	82504.5	90415.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
223	Spectrogram 1	1	54.426635425	54.468989245	59674.5	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 55
224	Spectrogram 1	1	54.451572721	54.476905846	72332.7	93580.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 55
225	Spectrogram 1	1	54.670466254	54.711236753	60578.7	71202.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
226	Spectrogram 1	1	55.167628762	55.195336868	72558.8	84538.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
227	Spectrogram 1	1	55.511209277	55.542875684	59448.5	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
228	Spectrogram 1	1	56.686032308	56.745010991	64421.3	82052.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
229	Spectrogram 1	1	57.600399646	57.677982343	62613.0	81600.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
230	Spectrogram 1	1	57.803856311	57.866397464	53797.5	62160.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
231	Spectrogram 1	1	58.150999216	58.205227938	62613.0	84538.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
232	Spectrogram 1	1	58.283998125	58.335456036	58996.4	68476.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 56
233	Spectrogram 1	1	58.525850308	58.564245827	74367.1	90189.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
234	Spectrogram 1	1	58.754640017	58.797389667	58544.3	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
235	Spectrogram 1	1	58.872201553	58.888430586	75949.4	87477.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 57
236	Spectrogram 1	1	58.899117999	58.908617921	84086.8	96292.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 57
237	Spectrogram 1	1	59.202719594	59.245865074	58996.4	68038.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
238	Spectrogram 1	1	59.506717101	59.532841887	61030.7	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 58
239	Spectrogram 1	1	59.521758644	59.533237717	87251.4	98101.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 58
240	Spectrogram 1	1	59.964296600	60.007442080	63969.3	80922.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
241	Spectrogram 1	1	60.185961368	60.238210939	57866.2	72332.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
242	Spectrogram 1	1	61.000579605	61.014433658	60804.7	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 59
243	Spectrogram 1	1	61.005329567	61.018787789	74593.1	81374.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 59
244	Spectrogram 1	1	61.008496207	61.020371110	88381.6	99005.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 59
247	Spectrogram 1	1	61.232140125	61.291118808	58996.4	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
248	Spectrogram 1	1	61.659636538	61.684969663	61482.8	73462.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 60
249	Spectrogram 1	1	61.673886421	61.701990357	88833.6	99457.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 60
250	Spectrogram 1	1	61.790656297	61.826281004	56736.0	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
251	Spectrogram 1	1	62.066945697	62.112070327	71880.7	92676.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
252	Spectrogram 1	1	62.217756879	62.267235640	58770.3	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 61
253	Spectrogram 1	1	62.249027456	62.264860659	71202.5	94710.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 61
254	Spectrogram 1	1	62.539170910	62.590628821	56509.9	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
255	Spectrogram 1	1	62.847522466	62.889480455	71880.7	100587.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
256	Spectrogram 1	1	63.155082363	63.223165137	56962.0	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
257	Spectrogram 1	1	64.785902077	64.799360300	71880.7	80470.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 62
258	Spectrogram 1	1	64.795401999	64.833797518	64647.4	70298.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 62
259	Spectrogram 1	1	64.814006013	64.859130643	70976.5	97197.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 62
260	Spectrogram 1	1	65.072483060	65.093066224	56962.0	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 63
261	Spectrogram 1	1	65.084357963	65.104149467	69846.3	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 63
262	Spectrogram 1	1	65.523729278	65.566874757	68490.1	89511.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 64
263	Spectrogram 1	1	65.520562637	65.537187501	58996.4	65325.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 64
264	Spectrogram 1	1	65.634561702	65.666623939	60352.6	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 65
265	Spectrogram 1	1	65.659498998	65.676519691	69846.3	87251.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 65
266	Spectrogram 1	1	66.374367972	66.384263724	60804.7	68038.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
267	Spectrogram 1	1	66.377930443	66.407617699	68264.0	89285.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
268	Spectrogram 1	1	66.513304333	66.562783094	60352.6	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
269	Spectrogram 1	1	66.629282548	66.648678222	58318.3	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 66
270	Spectrogram 1	1	66.639969960	66.647490732	78887.9	87251.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 66
271	Spectrogram 1	1	66.738135741	66.776135429	56509.9	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
272	Spectrogram 1	1	68.109291000	68.159561421	64873.4	83860.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
273	Spectrogram 1	1	68.230414925	68.283060326	54927.7	65099.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
274	Spectrogram 1	1	68.570037139	68.585078683	56057.9	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 67
275	Spectrogram 1	1	68.580724552	68.610807638	72332.7	89963.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 67
276	Spectrogram 1	1	68.837618197	68.855826381	63065.1	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 68
277	Spectrogram 1	1	68.849493100	68.861368002	80922.2	92450.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 68
278	Spectrogram 1	1	69.444425639	69.488758609	62160.9	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
279	Spectrogram 1	1	69.316572521	69.340718156	61708.9	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
280	Spectrogram 1	1	69.865192940	69.881421974	68716.1	74593.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
281	Spectrogram 1	1	70.839330622	70.858726296	62387.0	68716.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
282	Spectrogram 1	1	70.853184675	70.875351160	68490.1	73915.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
283	Spectrogram 1	1	71.973383658	72.051758016	62839.1	84764.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
284	Spectrogram 1	1	72.148736387	72.199798468	54701.6	60126.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
285	Spectrogram 1	1	73.052416313	73.078541099	57866.2	63291.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
286	Spectrogram 1	1	73.678223599	73.695640123	62160.9	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
287	Spectrogram 1	1	73.978658554	74.049512139	59674.5	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
288	Spectrogram 1	1	74.245052121	74.278301848	60578.7	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 69
289	Spectrogram 1	1	74.264051965	74.283843470	78887.9	93806.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	5 step 69
290	Spectrogram 1	1	74.927067280	74.957546196	87477.4	99457.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
291	Spectrogram 1	1	75.049774607	75.084211824	58544.3	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
292	Spectrogram 1	1	75.689831695	75.741685436	57188.1	75271.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
293	Spectrogram 1	1	75.700914937	75.731393854	46338.2	52667.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac		borrar
294	Spectrogram 1	1	76.211139838	76.277639293	66229.7	86347.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
295	Spectrogram 1	1	76.384513416	76.432804687	51085.0	58318.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
296	Spectrogram 1	1	76.668323588	76.724135631	60126.6	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 70
297	Spectrogram 1	1	76.704344126	76.719385670	71202.5	96519.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 70
298	Spectrogram 1	1	76.960841941	77.025758076	67585.9	93806.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
299	Spectrogram 1	1	77.402588237	77.437421285	56962.0	62613.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 71
300	Spectrogram 1	1	77.424358892	77.444150396	63743.2	80922.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 71
301	Spectrogram 1	1	78.540995405	78.618973932	67359.9	87929.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 72
302	Spectrogram 1	1	78.622932233	78.644702888	56962.0	63291.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 72
303	Spectrogram 1	1	80.810684717	80.873225871	62160.9	74593.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
304	Spectrogram 1	1	81.776905797	81.816884636	58996.4	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 73
305	Spectrogram 1	1	81.800655602	81.853301004	71654.6	95840.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 73
306	Spectrogram 1	1	82.423692078	82.506420566	66229.7	88155.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
307	Spectrogram 1	1	82.580044962	82.634669514	55831.8	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
308	Spectrogram 1	1	83.685598232	83.754076837	62160.9	77983.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
309	Spectrogram 1	1	83.845909336	83.893013117	56283.9	62387.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
310	Spectrogram 1	1	84.112698815	84.122594567	71880.7	84086.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
311	Spectrogram 1	1	84.377113232	84.461029210	58996.4	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
312	Spectrogram 1	1	84.543361868	84.554840941	75723.3	81826.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
313	Spectrogram 1	1	84.654194293	84.699714753	59900.5	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
314	Spectrogram 1	1	85.017170401	85.050815959	61030.7	66229.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
315	Spectrogram 1	1	85.235668609	85.288314011	55831.8	62613.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
316	Spectrogram 1	1	86.046724295	86.097390546	58318.3	70750.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
317	Spectrogram 1	1	86.509053331	86.546657189	58996.4	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
318	Spectrogram 1	1	86.282242691	86.297680065	58770.3	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
