Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos	subtipos_completo
794	Spectrogram 1	1	668.695043787	668.745710038	68942.1	89963.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
795	Spectrogram 1	1	672.712520604	672.724395507	74819.2	81922.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 157
796	Spectrogram 1	1	686.377166757	686.406062354	54927.7	62613.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
797	Spectrogram 1	1	686.547769444	686.558852686	73010.8	77983.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
798	Spectrogram 1	1	689.430203731	689.476120021	62160.9	73915.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
799	Spectrogram 1	1	691.008378043	691.055481824	65551.5	78887.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
800	Spectrogram 1	1	694.564119065	694.591035511	36392.4	42721.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
801	Spectrogram 1	1	695.258800362	695.302737502	52667.3	58544.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
802	Spectrogram 1	1	697.813882743	697.833674248	30289.3	46564.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
803	Spectrogram 1	1	698.968914774	699.012456084	61482.8	77305.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
804	Spectrogram 1	1	699.113788505	699.167225567	52667.3	62160.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
805	Spectrogram 1	1	699.614117654	699.649346531	53119.3	63291.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
806	Spectrogram 1	1	700.975377160	701.007043567	61030.7	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
807	Spectrogram 1	1	701.960993914	702.022347578	58544.3	95388.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
808	Spectrogram 1	1	702.314470101	702.394427778	68490.1	94710.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 158
809	Spectrogram 1	1	702.387302837	702.410260982	58318.3	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 158
810	Spectrogram 1	1	705.045697294	705.067467949	50859.0	59448.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
811	Spectrogram 1	1	705.511985055	705.543651462	51537.1	57640.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
812	Spectrogram 1	1	707.277386918	707.345073863	51537.1	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
813	Spectrogram 1	1	712.037638813	712.098596646	66003.6	81600.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 159
814	Spectrogram 1	1	712.106909078	712.133825524	48824.6	55831.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 159
815	Spectrogram 1	1	712.319073923	712.380823417	51311.0	58996.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
816	Spectrogram 1	1	714.825469628	714.899489854	59222.4	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
817	Spectrogram 1	1	715.107300649	715.187654157	56736.0	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
818	Spectrogram 1	1	716.657766775	716.751578506	56962.0	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
819	Spectrogram 1	1	717.935110303	717.968755861	56509.9	65099.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 160
820	Spectrogram 1	1	717.939068604	717.988943195	74819.2	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 160
821	Spectrogram 1	1	720.206778766	720.257049187	55605.8	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
822	Spectrogram 1	1	727.858568958	727.884693744	54927.7	61030.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
823	Spectrogram 1	1	728.679916226	728.714353444	54927.7	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
824	Spectrogram 1	1	731.713161776	731.733349110	59448.5	71202.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 161
825	Spectrogram 1	1	731.727411659	731.740078222	83634.7	92676.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 161
826	Spectrogram 1	1	731.761057217	731.778473740	70524.4	82504.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
827	Spectrogram 1	1	731.973617892	732.027846614	57188.1	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
828	Spectrogram 1	1	733.159128840	733.224044974	69168.2	88381.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 161
829	Spectrogram 1	1	733.151608068	733.177337024	54023.5	65099.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 161
830	Spectrogram 1	1	734.065183746	734.081412780	71202.5	78661.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
831	Spectrogram 1	1	734.105162585	734.118224978	70072.3	79340.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
832	Spectrogram 1	1	740.817251466	740.839022120	56057.9	63969.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
833	Spectrogram 1	1	741.269289344	741.281560076	58544.3	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
834	Spectrogram 1	1	744.521428769	744.573678341	52893.3	62613.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
835	Spectrogram 1	1	745.192756515	745.203443928	60352.6	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 162
836	Spectrogram 1	1	745.201464777	745.208589719	83634.7	91320.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 162
837	Spectrogram 1	1	748.236293567	748.294084759	55605.8	62839.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
838	Spectrogram 1	1	756.147351960	756.195247401	58092.2	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
839	Spectrogram 1	1	772.039926080	772.077529938	59900.5	73010.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 163
840	Spectrogram 1	1	772.064467545	772.083863219	83182.6	96066.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 163 
841	Spectrogram 1	1	774.050742597	774.068159120	55831.8	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
842	Spectrogram 1	1	780.914831078	780.961539028	61030.7	77531.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
843	Spectrogram 1	1	783.691974481	783.708599344	25994.6	33001.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
844	Spectrogram 1	1	819.754859091	819.810275303	56962.0	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
845	Spectrogram 1	1	822.371691389	822.396628685	57866.2	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
846	Spectrogram 1	1	823.476057169	823.547306585	54249.5	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
847	Spectrogram 1	1	861.245760023	861.269113998	57640.1	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 164
848	Spectrogram 1	1	861.275051449	861.299988745	66681.7	73915.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 164
849	Spectrogram 1	1	861.260405736	861.279009750	84991.0	95388.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 164
850	Spectrogram 1	1	862.732893416	862.744768319	56962.0	65325.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 165
851	Spectrogram 1	1	862.747934959	862.803747001	63517.2	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 165
852	Spectrogram 1	1	863.925529305	863.965508144	61030.7	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
853	Spectrogram 1	1	866.599361055	866.620735880	68490.1	79930.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
854	Spectrogram 1	1	875.332163052	875.401829148	61030.7	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
855	Spectrogram 1	1	875.633785497	875.676535147	59222.4	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
858	Spectrogram 1	1	672.724395507	672.739832880	85906.4	95119.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 166
860	Spectrogram 1	1	58.320810323	58.332289396	75697.2	88894.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 56
861	Spectrogram 1	1	89.712901567	89.737443033	68725.1	83914.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	3 step 75
862	Spectrogram 1	1	345.149529391	345.161008464	71215.1	76942.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 138
